user_id,al farissi,ali ibrahim,alvi syahrini utami,anggina primanita,annisa darmawahyuni,danny matthew saputra,deris stiawan,desty rodiah,dian palupi rini,julian supardi,junia kurniati,kanda januar miraswan,mastura diana marieska,muhammad naufal rachmatullah,novi yusliani,rifkie primartha,rizki kurniati
mhs_331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_332,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mhs_334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_337,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_338,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mhs_340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_342,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_344,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mhs_345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_346,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_347,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_348,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mhs_349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_350,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mhs_351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_352,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_353,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mhs_354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mhs_355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mhs_358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_360,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mhs_361,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_362,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mhs_364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mhs_366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_367,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mhs_368,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_369,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mhs_37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mhs_370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mhs_371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_372,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mhs_374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_376,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mhs_377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_379,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_380,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_381,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mhs_382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mhs_383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mhs_385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_386,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mhs_387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhs_388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mhs_389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mhs_39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
